survey,year,species,sizebin,inpN,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe,allotherprey
BTS_fall_allbox_effic1,4,Blue_whiting,sizebin2,10000000,NA,4.543856842462252e-5,NA,NA,NA,NA,NA,1.3036582429383086e-6,NA,1.705517996351296e-4,NA,0.9997827059736973
BTS_fall_allbox_effic1,4,Blue_whiting,sizebin3,10000000,NA,0.006220974496987103,NA,NA,NA,NA,NA,1.1155076700634712e-4,NA,0.02106506083854935,NA,0.9726024138974572
BTS_fall_allbox_effic1,4,Blue_whiting,sizebin4,10000000,NA,0.009575735875994088,NA,NA,NA,NA,NA,1.6922772050467988e-4,NA,0.03128228558041496,NA,0.9589727508230863
BTS_fall_allbox_effic1,4,Blue_whiting,sizebin5,10000000,NA,0.009952566746930926,NA,NA,NA,NA,NA,1.734491735856511e-4,NA,0.03119567136113711,NA,0.9586783127183464
BTS_fall_allbox_effic1,5,Blue_whiting,sizebin3,10000000,NA,0.003710142248305259,NA,NA,NA,NA,NA,1.0740695032059414e-4,NA,0.019299962947182274,NA,0.97688248785419185
BTS_fall_allbox_effic1,5,Blue_whiting,sizebin4,10000000,NA,0.005892541521968732,NA,NA,NA,NA,NA,1.6862968857228868e-4,NA,0.029956148829946724,NA,0.9639826799595123
BTS_fall_allbox_effic1,5,Blue_whiting,sizebin5,10000000,NA,0.006057617939329552,NA,NA,NA,NA,NA,1.7140775615158334e-4,NA,0.03009783061756124,NA,0.9636731436869577
BTS_fall_allbox_effic1,6,Blue_whiting,sizebin3,10000000,NA,0.0031768484428848823,NA,NA,NA,NA,NA,1.167889059279659e-4,NA,0.01712912622539786,NA,0.9795772364257893
BTS_fall_allbox_effic1,6,Blue_whiting,sizebin4,10000000,NA,0.005000498386953793,NA,NA,NA,NA,NA,1.833180067821845e-4,NA,0.02689537460934507,NA,0.9679208089969189
BTS_fall_allbox_effic1,6,Blue_whiting,sizebin5,10000000,NA,0.005060305400176772,NA,NA,NA,NA,NA,1.8507851674726543e-4,NA,0.027203630570018705,NA,0.9675509855130573
BTS_fall_allbox_effic1,7,Blue_whiting,sizebin3,10000000,NA,0.0023768775362912483,NA,NA,NA,NA,NA,8.807884898266072e-5,NA,0.014421119574686886,NA,0.9831139240400392
BTS_fall_allbox_effic1,7,Blue_whiting,sizebin4,10000000,NA,0.0037042644656335223,NA,NA,NA,NA,NA,1.3809803840092062e-4,NA,0.0228051419664529,NA,0.9733524955295126
BTS_fall_allbox_effic1,7,Blue_whiting,sizebin5,10000000,NA,0.003700361619451994,NA,NA,NA,NA,NA,1.3899146063012837e-4,NA,0.02322062697390049,NA,0.9729400199460174
BTS_fall_allbox_effic1,8,Blue_whiting,sizebin3,10000000,NA,0.003834984636570274,NA,NA,NA,NA,NA,9.774222399824251e-5,NA,0.013771396638217128,NA,0.9822958765012143
BTS_fall_allbox_effic1,8,Blue_whiting,sizebin4,10000000,NA,0.005892582699420672,NA,NA,NA,NA,NA,1.5235802977809734e-4,NA,0.021547139030486426,NA,0.9724079202403149
BTS_fall_allbox_effic1,8,Blue_whiting,sizebin5,10000000,NA,0.005864256650755605,NA,NA,NA,NA,NA,1.5408127370141608e-4,NA,0.02190517419853494,NA,0.9720764878770081
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin3,10000000,NA,0.004304044927201567,NA,NA,NA,NA,NA,1.024620509971376e-4,NA,0.012986041157880763,NA,0.9826074518639205
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin4,10000000,NA,0.0064419254276016314,NA,NA,NA,NA,NA,1.5571176791709772e-4,NA,0.019907511354756522,NA,0.9734948514497247
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin5,10000000,NA,0.006381880649797001,NA,NA,NA,NA,NA,1.5686855103151854e-4,NA,0.020249514004573758,NA,0.9732117367945977
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin3,10000000,NA,0.002895505141697316,NA,NA,NA,NA,NA,1.2964294864493741e-4,NA,0.011233332283579351,NA,0.9857415196260784
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin4,10000000,NA,0.0042421292733094505,NA,NA,NA,NA,NA,1.9361228775812106e-4,NA,0.01695006981878706,NA,0.9786141886201454
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin5,10000000,NA,0.004182065997790749,NA,NA,NA,NA,NA,1.9468688661846174e-4,NA,0.017230625903872736,NA,0.9783926212117181
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin3,10000000,NA,0.004344646751662276,NA,NA,NA,NA,NA,1.4583733062972974e-4,NA,0.011926734425203837,NA,0.9835827814925041
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin4,10000000,NA,0.006406875659748771,NA,NA,NA,NA,NA,2.2086168700148116e-4,NA,0.01820291117914239,NA,0.9751693514741073
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin5,10000000,NA,0.006315560169281381,NA,NA,NA,NA,NA,2.23416048474103e-4,NA,0.018550121024192193,NA,0.9749109027580524
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin3,10000000,NA,0.0031048586374042854,NA,NA,NA,NA,NA,1.5938737676298153e-4,NA,0.012432758435793502,NA,0.9843029955500392
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin4,10000000,NA,0.004623234790954666,NA,NA,NA,NA,NA,2.449938686504408e-4,NA,0.019256504856731464,NA,0.9758752664836634
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin5,10000000,NA,0.004547635843073931,NA,NA,NA,NA,NA,2.4834021132942585e-4,NA,0.019684901710087518,NA,0.9755191222355091
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin3,10000000,NA,0.004470861084063665,NA,NA,NA,NA,NA,2.0522424744794194e-4,NA,0.012376238822857301,NA,0.9829476758456311
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin4,10000000,NA,0.006476344088731181,NA,NA,NA,NA,NA,3.100094115913523e-4,NA,0.018733010291325895,NA,0.9744806362083516
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin5,10000000,NA,0.006358089034679063,NA,NA,NA,NA,NA,3.1701060663195723e-4,NA,0.01920508254408956,NA,0.9741198178145994
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin3,10000000,NA,0.00585381092203889,NA,NA,NA,NA,NA,1.6026681900358058e-4,NA,0.014502639836037013,NA,0.9794832824229205
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin4,10000000,NA,0.008330936942836802,NA,NA,NA,NA,NA,2.3841909894900225e-4,NA,0.021579083024550902,NA,0.9698515609336633
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin5,10000000,NA,0.008183424564460137,NA,NA,NA,NA,NA,2.4498718145660864e-4,NA,0.02216532131327068,NA,0.9694062669408126
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin3,10000000,NA,0.003947745235298703,NA,NA,NA,NA,NA,1.266144552394476e-4,NA,0.01628666311791049,NA,0.9796389771915514
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin4,10000000,NA,0.005475171600480749,NA,NA,NA,NA,NA,1.8262638444365722e-4,NA,0.023634221824897807,NA,0.9707079801901778
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin5,10000000,NA,0.005376830327329897,NA,NA,NA,NA,NA,1.8638023477771334e-4,NA,0.02427683655364406,NA,0.9701599528842483
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin3,10000000,NA,0.004321984707836257,NA,NA,NA,NA,NA,1.1902756412192086e-4,NA,0.016447212251061657,NA,0.9791117754769801
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin4,10000000,NA,0.006221911395224896,NA,NA,NA,NA,NA,1.7777183637888565e-4,NA,0.02473141094622352,NA,0.9688689058221727
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin5,10000000,NA,0.006117308057788881,NA,NA,NA,NA,NA,1.8113528018236534e-4,NA,0.025398657626977007,NA,0.9683028990350517
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,5.051216504299804e-7,NA,NA,NA,0.9999994948783496
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin3,10000000,NA,0.005464818135644477,NA,NA,NA,NA,NA,1.3232403101842772e-4,NA,0.017007516723876494,NA,0.9773953411094606
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin4,10000000,NA,0.00810083292204499,NA,NA,NA,NA,NA,2.0431456627015808e-4,NA,0.026343587066946,NA,0.9653512654447388
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin5,10000000,NA,0.0079705280103686,NA,NA,NA,NA,NA,2.0992338612053506e-4,NA,0.027071796569527944,NA,0.9647477520339829
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin3,10000000,NA,0.0039498327795399225,NA,NA,NA,NA,NA,1.6312028699667753e-4,NA,0.01494579951301692,NA,0.9809412474204465
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin4,10000000,NA,0.00602831662375904,NA,NA,NA,NA,NA,2.598728459234764e-4,NA,0.023874633858683852,NA,0.9698371766716336
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin5,10000000,NA,0.00592905905140239,NA,NA,NA,NA,NA,2.66746514459734e-4,NA,0.024592335264932087,NA,0.9692118591692058
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin3,10000000,NA,0.004835196434315041,NA,NA,NA,NA,NA,1.5287752205368283e-4,NA,0.01633863061687674,NA,0.9786732954267545
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin4,10000000,NA,0.007492492135805919,NA,NA,NA,NA,NA,2.4768999298583407e-4,NA,0.02641319725056743,NA,0.9658466206206409
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin5,10000000,NA,0.007376687741309359,NA,NA,NA,NA,NA,2.559184548976106e-4,NA,0.027224209771504318,NA,0.9651431840322887
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,1.0987509365105676e-6,NA,NA,NA,0.9999989012490635
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin3,10000000,NA,0.005401480529552102,NA,NA,NA,NA,NA,1.4194430512547298e-4,NA,0.014983914878347958,NA,0.9794726602869744
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin4,10000000,NA,0.008631104585255367,NA,NA,NA,NA,NA,2.3331413744102954e-4,NA,0.024919854365869607,NA,0.966215726911434
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin5,10000000,NA,0.008486449890970952,NA,NA,NA,NA,NA,2.3776739044621437e-4,NA,0.025675530221486564,NA,0.9656002524970962
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin3,10000000,NA,0.005420494591198604,NA,NA,NA,NA,NA,1.7364212132528194e-4,NA,0.014680407067678234,NA,0.9797254562197979
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin4,10000000,NA,0.00883443186453587,NA,NA,NA,NA,NA,2.938235468377022e-4,NA,0.024897036626023588,NA,0.9659747079626029
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin5,10000000,NA,0.00868922267600884,NA,NA,NA,NA,NA,3.0210661545796634e-4,NA,0.025663007197488062,NA,0.9653456635110451
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin3,10000000,NA,0.004053058256258324,NA,NA,NA,NA,NA,1.5889335307064662e-4,NA,0.013734718520005865,NA,0.9820533298706652
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin4,10000000,NA,0.006758780659047214,NA,NA,NA,NA,NA,2.760447411346611e-4,NA,0.02379973763792059,NA,0.9691654369618975
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin5,10000000,NA,0.006650063300825471,NA,NA,NA,NA,NA,2.8478332709233134e-4,NA,0.024494226904650616,NA,0.9685709264674316
BTS_fall_allbox_effic1,23,Blue_whiting,sizebin3,10000000,NA,0.004822565089079385,NA,NA,NA,NA,NA,1.6489311076083144e-4,NA,0.01435374803577487,NA,0.9806587937643849
BTS_fall_allbox_effic1,23,Blue_whiting,sizebin4,10000000,NA,0.008142774624914117,NA,NA,NA,NA,NA,2.8961287978743135e-4,NA,0.025237996341956247,NA,0.9663296161533422
BTS_fall_allbox_effic1,23,Blue_whiting,sizebin5,10000000,NA,0.008000110711932937,NA,NA,NA,NA,NA,2.9665942279412583e-4,NA,0.02593618139002882,NA,0.9657670484752441
BTS_fall_allbox_effic1,24,Blue_whiting,sizebin3,10000000,NA,0.0043976215677708685,NA,NA,NA,NA,NA,1.2952203772108477e-4,NA,0.013195964605671058,NA,0.982276891788837
BTS_fall_allbox_effic1,24,Blue_whiting,sizebin4,10000000,NA,0.007498967214881866,NA,NA,NA,NA,NA,2.276767032356153e-4,NA,0.02345361087828949,NA,0.968819745203593
BTS_fall_allbox_effic1,24,Blue_whiting,sizebin5,10000000,NA,0.007351314482851534,NA,NA,NA,NA,NA,2.3103157966643896e-4,NA,0.02407610477868323,NA,0.9683415491587988
BTS_fall_allbox_effic1,25,Blue_whiting,sizebin3,10000000,NA,0.003526551454719248,NA,NA,NA,NA,NA,1.2815473575130502e-4,NA,0.01179007870285654,NA,0.9845552151066729
BTS_fall_allbox_effic1,25,Blue_whiting,sizebin4,10000000,NA,0.006075212554290222,NA,NA,NA,NA,NA,2.3045126709047702e-4,NA,0.021179253310075807,NA,0.9725150828685435
BTS_fall_allbox_effic1,25,Blue_whiting,sizebin5,10000000,NA,0.005952412651372271,NA,NA,NA,NA,NA,2.3709445072958747e-4,NA,0.021762447714468457,NA,0.9720480451834297
BTS_fall_allbox_effic1,26,Blue_whiting,sizebin3,10000000,NA,0.002987773803261124,NA,NA,NA,NA,NA,1.55933492613097e-4,NA,0.013521835718033103,NA,0.9833344569860927
BTS_fall_allbox_effic1,26,Blue_whiting,sizebin4,10000000,NA,0.005542403434327243,NA,NA,NA,NA,NA,2.996435795546526e-4,NA,0.0260978584946191,NA,0.968060094491499
BTS_fall_allbox_effic1,26,Blue_whiting,sizebin5,10000000,NA,0.005430138459258664,NA,NA,NA,NA,NA,3.05034334996815e-4,NA,0.026713306743305392,NA,0.9675515204624391
BTS_fall_allbox_effic1,27,Blue_whiting,sizebin3,10000000,NA,0.0026144904669185556,NA,NA,NA,NA,NA,1.5352462739502028e-4,NA,0.011858152005267578,NA,0.9853738329004188
BTS_fall_allbox_effic1,27,Blue_whiting,sizebin4,10000000,NA,0.004837675072790648,NA,NA,NA,NA,NA,2.9793733843102243e-4,NA,0.02293244988315432,NA,0.971931937705624
BTS_fall_allbox_effic1,27,Blue_whiting,sizebin5,10000000,NA,0.0047263613279119486,NA,NA,NA,NA,NA,3.063117319915122e-4,NA,0.02351204194702227,NA,0.9714552849930743
BTS_fall_allbox_effic1,28,Blue_whiting,sizebin3,10000000,NA,0.0023457097643753166,NA,NA,NA,NA,NA,1.2596562820346778e-4,NA,0.009517219108337194,NA,0.988011105499084
BTS_fall_allbox_effic1,28,Blue_whiting,sizebin4,10000000,NA,0.004358906258536489,NA,NA,NA,NA,NA,2.4752155693091084e-4,NA,0.018501023592486707,NA,0.9768925485920459
BTS_fall_allbox_effic1,28,Blue_whiting,sizebin5,10000000,NA,0.004254081654983981,NA,NA,NA,NA,NA,2.5673825889217057e-4,NA,0.01898445959948286,NA,0.9765047204866409
BTS_fall_allbox_effic1,29,Blue_whiting,sizebin3,10000000,NA,0.0021112317156866092,NA,NA,NA,NA,NA,1.310150825842563e-4,NA,0.01115578030731746,NA,0.9866019728944116
BTS_fall_allbox_effic1,29,Blue_whiting,sizebin4,10000000,NA,0.003940160485220083,NA,NA,NA,NA,NA,2.597298969324672e-4,NA,0.021804528179254087,NA,0.9739955814385933
BTS_fall_allbox_effic1,29,Blue_whiting,sizebin5,10000000,NA,0.003841078486080735,NA,NA,NA,NA,NA,2.7005705662477955e-4,NA,0.0223600286550059,NA,0.9735288358022886
BTS_fall_allbox_effic1,30,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,1.8384380575611739e-6,NA,NA,NA,0.9999981615619424
BTS_fall_allbox_effic1,30,Blue_whiting,sizebin3,10000000,NA,0.0018254306237324516,NA,NA,NA,NA,NA,1.1101712642078989e-4,NA,0.008590865619947277,NA,0.9894726866298995
BTS_fall_allbox_effic1,30,Blue_whiting,sizebin4,10000000,NA,0.003469879563471835,NA,NA,NA,NA,NA,2.2097468958023e-4,NA,0.017130720625965587,NA,0.9791784251209823
BTS_fall_allbox_effic1,30,Blue_whiting,sizebin5,10000000,NA,0.0033971713432567096,NA,NA,NA,NA,NA,2.286840171886824e-4,NA,0.017638724567629147,NA,0.9787354200719255
BTS_fall_allbox_effic1,31,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,2.822882289268512e-6,NA,NA,NA,0.9999971771177107
BTS_fall_allbox_effic1,31,Blue_whiting,sizebin3,10000000,NA,0.003925698236081229,NA,NA,NA,NA,NA,1.5100260509387132e-4,NA,0.009632282916690382,NA,0.9862910162421346
BTS_fall_allbox_effic1,31,Blue_whiting,sizebin4,10000000,NA,0.007710093256848757,NA,NA,NA,NA,NA,3.137802558677646e-4,NA,0.0199401629974029,NA,0.9720359634898805
BTS_fall_allbox_effic1,31,Blue_whiting,sizebin5,10000000,NA,0.007507995085451415,NA,NA,NA,NA,NA,3.269704237283951e-4,NA,0.020515892939231423,NA,0.9716491415515888
BTS_fall_allbox_effic1,32,Blue_whiting,sizebin3,10000000,NA,0.0027054679503813145,NA,NA,NA,NA,NA,2.518483144064681e-4,NA,0.009676086662480994,NA,0.9873665970727312
BTS_fall_allbox_effic1,32,Blue_whiting,sizebin4,10000000,NA,0.0052546219169786,NA,NA,NA,NA,NA,5.862763923901409e-4,NA,0.019937521966364176,NA,0.974221579724267
BTS_fall_allbox_effic1,32,Blue_whiting,sizebin5,10000000,NA,0.005099637687495365,NA,NA,NA,NA,NA,6.881308683453695e-4,NA,0.020606771388761,NA,0.9736054600553983
BTS_fall_allbox_effic1,33,Blue_whiting,sizebin3,10000000,NA,0.0027118512549497687,NA,NA,NA,NA,NA,2.794597132034905e-4,NA,0.011217364649410666,NA,0.9857913243824361
BTS_fall_allbox_effic1,33,Blue_whiting,sizebin4,10000000,NA,0.005147066391946823,NA,NA,NA,NA,NA,6.641471375630493e-4,NA,0.022533074113476513,NA,0.9716557123570136
BTS_fall_allbox_effic1,33,Blue_whiting,sizebin5,10000000,NA,0.004989727291770607,NA,NA,NA,NA,NA,8.252633636266447e-4,NA,0.023282524918375493,NA,0.9709024844262273
BTS_fall_allbox_effic1,34,Blue_whiting,sizebin3,10000000,NA,0.003573239706419644,NA,NA,NA,NA,NA,1.5219325748161652e-4,NA,0.011192209724593862,NA,0.9850823573115048
BTS_fall_allbox_effic1,34,Blue_whiting,sizebin4,10000000,NA,0.006896508987415465,NA,NA,NA,NA,NA,3.149671195301224e-4,NA,0.022790908235430965,NA,0.9699976156576234
BTS_fall_allbox_effic1,34,Blue_whiting,sizebin5,10000000,NA,0.006692816593021356,NA,NA,NA,NA,NA,3.3151366549820816e-4,NA,0.023557231344486684,NA,0.9694184383969937
BTS_fall_allbox_effic1,35,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,2.4858030739745254e-6,NA,NA,NA,0.9999975141969261
BTS_fall_allbox_effic1,35,Blue_whiting,sizebin3,10000000,NA,0.0035952097922375306,NA,NA,NA,NA,NA,1.1052728213774603e-4,NA,0.01171373669958787,NA,0.9845805262260369
BTS_fall_allbox_effic1,35,Blue_whiting,sizebin4,10000000,NA,0.006966193934299481,NA,NA,NA,NA,NA,2.2390921255080047e-4,NA,0.02394964551903618,NA,0.9688602513341136
BTS_fall_allbox_effic1,35,Blue_whiting,sizebin5,10000000,NA,0.006756216718672419,NA,NA,NA,NA,NA,2.3186115016551333e-4,NA,0.024711519543642646,NA,0.9683004025875194
BTS_fall_allbox_effic1,36,Blue_whiting,sizebin3,10000000,NA,0.004448485921072574,NA,NA,NA,NA,NA,1.617176895515844e-4,NA,0.010793188725689599,NA,0.9845966076636863
BTS_fall_allbox_effic1,36,Blue_whiting,sizebin4,10000000,NA,0.008141442648133218,NA,NA,NA,NA,NA,3.1168601118774304e-4,NA,0.02084958888763365,NA,0.9706972824530454
BTS_fall_allbox_effic1,36,Blue_whiting,sizebin5,10000000,NA,0.007889527560891904,NA,NA,NA,NA,NA,3.2048560660857855e-4,NA,0.021505699244047355,NA,0.9702842875884522
BTS_fall_allbox_effic1,37,Blue_whiting,sizebin3,10000000,NA,0.0033620454961975584,NA,NA,NA,NA,NA,1.3624941780081466e-4,NA,0.010425556259249426,NA,0.9860761488267522
BTS_fall_allbox_effic1,37,Blue_whiting,sizebin4,10000000,NA,0.0060909875487380775,NA,NA,NA,NA,NA,2.603288267391497e-4,NA,0.01988059513268633,NA,0.9737680884918365
BTS_fall_allbox_effic1,37,Blue_whiting,sizebin5,10000000,NA,0.005912692472758823,NA,NA,NA,NA,NA,2.6850383716460594e-4,NA,0.02045470935184946,NA,0.9733640943382271
BTS_fall_allbox_effic1,38,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,3.7295541501416266e-6,NA,NA,NA,0.9999962704458498
BTS_fall_allbox_effic1,38,Blue_whiting,sizebin3,10000000,NA,0.004243768381939392,NA,NA,NA,NA,NA,1.2674972409666861e-4,NA,0.010515119832139676,NA,0.9851143620618242
BTS_fall_allbox_effic1,38,Blue_whiting,sizebin4,10000000,NA,0.0076726721849402196,NA,NA,NA,NA,NA,2.3853420913087838e-4,NA,0.019996971983901893,NA,0.972091821622027
BTS_fall_allbox_effic1,38,Blue_whiting,sizebin5,10000000,NA,0.00748594840090226,NA,NA,NA,NA,NA,2.4635865391280104e-4,NA,0.020602759316012728,NA,0.9716649336291722
BTS_fall_allbox_effic1,39,Blue_whiting,sizebin3,10000000,NA,0.005588021659801735,NA,NA,NA,NA,NA,1.627419066614861e-4,NA,0.012256122249302373,NA,0.9819931141842344
BTS_fall_allbox_effic1,39,Blue_whiting,sizebin4,10000000,NA,0.009887295082946057,NA,NA,NA,NA,NA,3.048493285188227e-4,NA,0.02282750541318903,NA,0.9669803501753461
BTS_fall_allbox_effic1,39,Blue_whiting,sizebin5,10000000,NA,0.009598027150334473,NA,NA,NA,NA,NA,3.132342893889093e-4,NA,0.023372522843159358,NA,0.9667162157171173
BTS_fall_allbox_effic1,40,Blue_whiting,sizebin3,10000000,NA,0.005485367252825029,NA,NA,NA,NA,NA,1.2058168573751175e-4,NA,0.011746421648429288,NA,0.9826476294130082
BTS_fall_allbox_effic1,40,Blue_whiting,sizebin4,10000000,NA,0.009709682056913999,NA,NA,NA,NA,NA,2.242926177595961e-4,NA,0.02191945843487361,NA,0.9681465668904528
BTS_fall_allbox_effic1,40,Blue_whiting,sizebin5,10000000,NA,0.009420148358225858,NA,NA,NA,NA,NA,2.2892774863732918e-4,NA,0.02247002978575059,NA,0.9678808941073862
BTS_fall_allbox_effic1,41,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,2.23420385053376e-6,NA,NA,NA,0.9999977657961495
BTS_fall_allbox_effic1,41,Blue_whiting,sizebin3,10000000,NA,0.004916806721215728,NA,NA,NA,NA,NA,1.0594501950004529e-4,NA,0.011421072146318755,NA,0.9835561761129654
BTS_fall_allbox_effic1,41,Blue_whiting,sizebin4,10000000,NA,0.00883498125034219,NA,NA,NA,NA,NA,1.9881726118353062e-4,NA,0.02160149419585408,NA,0.9693647072926203
BTS_fall_allbox_effic1,41,Blue_whiting,sizebin5,10000000,NA,0.008582985532642733,NA,NA,NA,NA,NA,2.0379545129954585e-4,NA,0.02212614517464487,NA,0.9690870738414128
BTS_fall_allbox_effic1,42,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,3.48005752926772e-6,NA,NA,NA,0.9999965199424707
BTS_fall_allbox_effic1,42,Blue_whiting,sizebin3,10000000,NA,0.003926836646209361,NA,NA,NA,NA,NA,1.5502266040441935e-4,NA,0.010749787186539479,NA,0.9851683535068467
BTS_fall_allbox_effic1,42,Blue_whiting,sizebin4,10000000,NA,0.006894116283674809,NA,NA,NA,NA,NA,2.836929301138383e-4,NA,0.019862987895879695,NA,0.9729592028903317
BTS_fall_allbox_effic1,42,Blue_whiting,sizebin5,10000000,NA,0.006700342760880033,NA,NA,NA,NA,NA,0.00029046347130029163,NA,0.020379542005303924,NA,0.9726296517625157
BTS_fall_allbox_effic1,43,Blue_whiting,sizebin2,10000000,NA,NA,NA,NA,NA,NA,NA,3.6517236093721474e-6,NA,NA,NA,0.9999963482763906
BTS_fall_allbox_effic1,43,Blue_whiting,sizebin3,10000000,NA,0.004230705824332189,NA,NA,NA,NA,NA,2.2241383790937055e-4,NA,0.010301380935499668,NA,0.9852454994022588
BTS_fall_allbox_effic1,43,Blue_whiting,sizebin4,10000000,NA,0.0075044422577286996,NA,NA,NA,NA,NA,4.8098730808653425e-4,NA,0.01927087271862965,NA,0.9727436977155551
BTS_fall_allbox_effic1,43,Blue_whiting,sizebin5,10000000,NA,0.007283254558872912,NA,NA,NA,NA,NA,5.800733354329733e-4,NA,0.019769859397961463,NA,0.9723668127077326
