species,year,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5
Blue_whiting,44,NA,398,43277,55342,979
Blue_whiting,45,NA,378,43564,55071,981
Blue_whiting,46,NA,415,43937,54685,954
Blue_whiting,47,NA,431,44594,54079,892
Blue_whiting,48,NA,437,44953,53721,879
Blue_whiting,49,NA,449,45574,53106,865
Blue_whiting,50,NA,464,46104,52589,841
Blue_whiting,51,NA,472,46502,52187,836
Blue_whiting,52,NA,459,47151,51551,831
Blue_whiting,53,NA,516,47887,50788,809
Blue_whiting,54,NA,497,47559,51130,806
Blue_whiting,55,NA,462,46713,51985,830
Blue_whiting,56,NA,396,44273,54424,904
Blue_whiting,57,NA,342,42553,56105,1001
Blue_whiting,58,NA,345,41216,57345,1089
Blue_whiting,59,NA,369,41857,56711,1060
Blue_whiting,60,NA,363,42110,56458,1060
Blue_whiting,61,NA,334,41892,56708,1058
Blue_whiting,62,NA,373,42274,56313,1031
Blue_whiting,63,NA,395,42933,55676,992
Blue_whiting,64,NA,392,43218,55419,961
Blue_whiting,65,NA,365,43602,55103,926
Blue_whiting,66,NA,414,44117,54592,868
Blue_whiting,67,NA,402,44092,54620,875
Blue_whiting,68,NA,378,44345,54416,856
Blue_whiting,69,NA,406,44215,54521,854
Blue_whiting,70,NA,409,44523,54234,840
Blue_whiting,71,NA,412,44531,54209,844
Blue_whiting,72,NA,386,44103,54638,874
Blue_whiting,73,NA,364,43852,54901,886
Blue_whiting,74,NA,366,43403,55312,912
Blue_whiting,75,NA,374,43261,55428,928
Blue_whiting,76,NA,379,43385,55289,940
Blue_whiting,77,NA,362,43086,55578,962
Blue_whiting,78,NA,387,42952,55686,967
Blue_whiting,79,NA,381,43594,55113,913
Blue_whiting,80,NA,412,44089,54606,885
Blue_whiting,81,NA,381,44192,54554,870
Blue_whiting,82,NA,398,43936,54786,872
Blue_whiting,83,NA,409,44184,54535,865
Blue_whiting,84,NA,406,44236,54483,867
Blue_whiting,85,NA,406,44166,54552,875
Blue_whiting,86,NA,390,43940,54773,891
Blue_whiting,87,NA,363,43553,55173,910
Blue_whiting,88,NA,390,43509,55187,912
Blue_whiting,89,NA,373,43665,55048,913
Blue_whiting,90,NA,399,43715,54977,901
Blue_whiting,91,NA,381,43854,54864,895
Blue_whiting,92,NA,396,43508,55163,924
Blue_whiting,93,NA,374,43648,55062,912
Blue_whiting,94,NA,396,43747,54945,908
Blue_whiting,95,NA,384,43509,55199,907
Blue_whiting,96,NA,393,43686,55012,905
Blue_whiting,97,NA,375,43777,54934,908
Blue_whiting,98,NA,404,43594,55089,912
Blue_whiting,99,NA,400,43823,54858,912
Blue_whiting,100,NA,381,43540,55157,921
Blue_whiting,101,NA,393,43709,54977,910
Blue_whiting,102,NA,387,43423,55257,927
Blue_whiting,103,NA,378,43423,55270,925
Blue_whiting,104,NA,402,43649,55023,921
Blue_whiting,105,NA,374,43668,55032,920
Blue_whiting,106,NA,427,43942,54720,904
Blue_whiting,107,NA,431,44054,54616,896
Blue_whiting,108,NA,397,44075,54626,902
Blue_whiting,109,NA,417,43809,54852,918
Blue_whiting,110,NA,402,43599,55057,936
Blue_whiting,111,NA,424,43727,54910,935
Blue_whiting,112,NA,465,43772,54818,933
Blue_whiting,113,NA,428,44195,54441,928
Blue_whiting,114,NA,425,43799,54828,946
Blue_whiting,115,NA,474,43987,54603,931
Blue_whiting,116,NA,398,43624,55017,959
Blue_whiting,117,NA,475,44076,54517,926
Blue_whiting,118,NA,413,44136,54520,923
Blue_whiting,119,NA,472,44216,54405,906
Blue_whiting,120,NA,415,44469,54219,894
Blue_whiting,121,NA,478,44512,54125,881
Blue_whiting,122,NA,407,44256,54435,903
Blue_whiting,123,NA,464,43949,54668,912
Blue_whiting,124,NA,461,44410,54234,902
Blue_whiting,125,NA,464,44454,54178,900
Blue_whiting,126,NA,452,44007,54619,921
Blue_whiting,127,NA,403,44111,54565,920
Blue_whiting,128,NA,465,44051,54556,920
Blue_whiting,129,NA,403,44007,54662,920
Blue_whiting,130,NA,473,44480,54160,885
Blue_whiting,131,NA,404,44528,54194,869
Blue_whiting,132,NA,464,44936,53763,837
Blue_whiting,133,NA,431,45012,53724,828
Blue_whiting,134,NA,473,45463,53264,795
Blue_whiting,135,NA,407,45410,53390,788
Blue_whiting,136,NA,466,45581,53184,765
Blue_whiting,137,NA,488,46387,52399,722
Blue_whiting,138,NA,425,46436,52425,713
Blue_whiting,139,NA,494,47195,51650,657
Blue_whiting,140,NA,416,46995,51932,652
Blue_whiting,141,NA,484,47585,51313,615
Blue_whiting,142,NA,482,48232,50695,591
Blue_whiting,143,NA,430,47926,51050,588
Blue_whiting,144,NA,476,48329,50634,562
Capelin,1,NA,12597,81220,6138,39
Capelin,2,NA,8861,86065,5050,18
Capelin,3,NA,7387,81872,10683,58
Capelin,4,NA,6773,81245,11863,118
Capelin,5,NA,6343,81453,12074,129
Capelin,6,NA,6548,83265,10073,114
Capelin,7,NA,6347,84937,8632,84
Capelin,8,NA,6779,87692,5478,49
Capelin,9,NA,5724,82157,12027,89
Capelin,10,NA,5791,82614,11464,130
Capelin,11,NA,6265,85958,7693,83
Capelin,12,NA,5920,84064,9930,87
Capelin,13,NA,6141,85148,8623,87
Capelin,14,NA,6157,84708,9051,80
Capelin,15,NA,5571,80627,13679,124
Capelin,16,NA,6479,86096,7340,82
Capelin,17,NA,6450,86741,6753,54
Capelin,18,NA,5529,80818,13550,104
Capelin,19,NA,6454,86184,7273,85
Capelin,20,NA,6293,86068,7583,59
Capelin,21,NA,5864,83023,11019,93
Capelin,22,NA,5648,81447,12770,134
Capelin,23,NA,6308,86107,7500,83
Capelin,24,NA,5581,82911,11406,99
Capelin,25,NA,5754,84006,10122,117
Capelin,26,NA,5922,85493,8496,92
Capelin,27,NA,6076,86347,7506,70
Capelin,28,NA,6020,85313,8591,75
Capelin,29,NA,6324,86393,7219,65
Capelin,30,NA,6153,85588,8191,66
Capelin,31,NA,6529,87923,5503,44
Capelin,32,NA,5070,78834,15981,115
Capelin,33,NA,5782,82245,11812,161
Capelin,34,NA,6327,86447,7151,74
Capelin,35,NA,5993,85129,8808,71
Capelin,36,NA,5915,83959,10031,93
Capelin,37,NA,5526,81170,13176,129
Capelin,38,NA,6317,86449,7154,82
Capelin,39,NA,5899,84270,9751,78
Capelin,40,NA,5320,81328,13210,140
Capelin,41,NA,5445,81856,12539,159
Capelin,42,NA,5238,80432,14155,174
Capelin,43,NA,6003,85117,8766,114
Capelin,44,NA,5808,83186,10905,99
Capelin,45,NA,5180,78964,15693,165
Capelin,46,NA,6595,88360,4985,58
Capelin,47,NA,6096,85380,8465,55
Capelin,48,NA,5458,80958,13454,123
Capelin,49,NA,5985,84388,9516,110
Capelin,50,NA,6005,84424,9479,87
Capelin,51,NA,5911,83862,10135,91
Capelin,52,NA,5660,82492,11727,116
Capelin,53,NA,5139,78594,16090,175
Capelin,54,NA,6407,86655,6845,92
Capelin,55,NA,6160,85779,7998,62
Capelin,56,NA,5003,78232,16617,148
Capelin,57,NA,6212,85773,7908,109
Capelin,58,NA,5974,86273,7682,67
Capelin,59,NA,5405,82537,11944,115
Capelin,60,NA,5381,82047,12419,153
Capelin,61,NA,5884,85509,8502,103
Capelin,62,NA,5739,84546,9622,92
Capelin,63,NA,5709,83370,10809,110
Capelin,64,NA,5604,81938,12331,129
Capelin,65,NA,5187,79186,15458,170
Capelin,66,NA,5963,84026,9885,124
Capelin,67,NA,6351,87295,6296,57
Capelin,68,NA,5609,82486,11811,91
Capelin,69,NA,5792,83776,10322,110
Capelin,70,NA,6348,87483,6112,58
Capelin,71,NA,5355,80612,13924,106
Capelin,72,NA,5396,80349,14078,174
Capelin,73,NA,6197,87287,6432,82
Capelin,74,NA,5869,85834,8227,66
Capelin,75,NA,4935,78874,16027,160
Capelin,76,NA,5567,82847,11414,167
Capelin,77,NA,6194,87082,6652,73
Capelin,78,NA,5298,80793,13797,110
Capelin,79,NA,6086,84910,8897,110
Capelin,80,NA,6192,86357,7388,63
Capelin,81,NA,5629,82388,11883,98
Capelin,82,NA,5649,82456,11762,127
Capelin,83,NA,6468,87525,5944,61
Capelin,84,NA,5508,81872,12527,92
Capelin,85,NA,6003,84585,9303,106
Capelin,86,NA,5567,81910,12406,115
Capelin,87,NA,6265,86650,7009,78
Capelin,88,NA,6195,86286,7458,58
Capelin,89,NA,5613,82272,12016,100
Capelin,90,NA,5405,80546,13898,151
Capelin,91,NA,6398,87400,6136,70
Capelin,92,NA,5773,84189,9966,73
Capelin,93,NA,5313,81102,13441,144
Capelin,94,NA,5947,86270,7686,96
Capelin,95,NA,5625,84352,9930,92
Capelin,96,NA,5100,79869,14865,162
Capelin,97,NA,5691,83343,10810,153
Capelin,98,NA,5912,84538,9451,98
Capelin,99,NA,6042,85191,8684,83
Capelin,100,NA,6188,86454,7294,65
Capelin,101,NA,5907,84312,9701,80
Capelin,102,NA,5741,83190,10963,105
Capelin,103,NA,5970,84954,8983,91
Capelin,104,NA,6086,85321,8515,77
Capelin,105,NA,5932,84498,9480,88
Capelin,106,NA,5931,84479,9499,88
Capelin,107,NA,6167,85830,7927,77
Capelin,108,NA,5541,82822,11531,103
Capelin,109,NA,5422,82021,12407,146
Capelin,110,NA,5934,86343,7629,95
Capelin,111,NA,5905,85810,8206,76
Capelin,112,NA,5184,80226,14448,139
Capelin,113,NA,6147,85890,7859,105
Capelin,114,NA,5918,84714,9288,79
Capelin,115,NA,5833,83959,10109,98
Capelin,116,NA,6039,85088,8789,86
Capelin,117,NA,5401,81194,13280,126
Capelin,118,NA,5806,83195,10868,130
Capelin,119,NA,6532,88398,5020,49
Capelin,120,NA,5832,84045,10051,69
Capelin,121,NA,5765,83084,11039,110
Capelin,122,NA,6037,84981,8889,96
Capelin,123,NA,5780,84602,9525,92
Capelin,124,NA,6082,85477,8364,81
Capelin,125,NA,5835,83641,10430,92
Capelin,126,NA,5606,82823,11449,117
Capelin,127,NA,6230,86489,7204,78
Capelin,128,NA,5747,83444,10719,91
Capelin,129,NA,4971,77906,16933,186
Capelin,130,NA,6509,87971,5446,71
Capelin,131,NA,6000,85131,8806,61
Capelin,132,NA,5590,82307,11983,115
Capelin,133,NA,5746,84394,9740,120
Capelin,134,NA,5885,84030,9983,101
Capelin,135,NA,5983,84817,9106,92
Capelin,136,NA,6347,87347,6248,58
Capelin,137,NA,5796,84292,9833,76
Capelin,138,NA,5323,80439,14089,143
Capelin,139,NA,6203,85973,7728,96
Capelin,140,NA,5289,80368,14222,122
Capelin,141,NA,6401,87385,6138,77
Capelin,142,NA,5640,83883,10396,79
Capelin,143,NA,5571,83054,11245,128
Capelin,144,NA,5784,85312,8801,103
Green_halibut,1,926,70671,22679,4778,913
Green_halibut,2,1398,71529,21903,4553,580
Green_halibut,3,56,70862,22058,6336,637
Green_halibut,4,4,67650,23174,8358,762
Green_halibut,5,1,57272,31435,10238,999
Green_halibut,6,NA,44685,42230,11639,1398
Green_halibut,7,NA,37708,47171,13258,1782
Green_halibut,8,NA,33909,45918,17854,2221
Green_halibut,9,NA,30885,42179,24173,2637
Green_halibut,10,NA,30319,39763,26604,3156
Green_halibut,11,NA,30976,38569,26530,3726
Green_halibut,12,NA,31890,37003,26831,4082
Green_halibut,13,NA,32657,36157,26656,4311
Green_halibut,14,NA,33313,36058,26034,4390
Green_halibut,15,NA,33231,36422,25528,4597
Green_halibut,16,NA,33324,37127,24853,4481
Green_halibut,17,NA,32815,37668,24791,4500
Green_halibut,18,NA,32281,37835,25232,4422
Green_halibut,19,NA,32158,37793,25471,4368
Green_halibut,20,NA,31403,37855,26109,4428
Green_halibut,21,NA,31106,38006,26217,4458
Green_halibut,22,NA,30660,37971,26610,4543
Green_halibut,23,NA,30932,37496,26816,4533
Green_halibut,24,NA,30679,37346,27187,4571
Green_halibut,25,NA,30350,37264,27442,4720
Green_halibut,26,NA,30390,37071,27431,4867
Green_halibut,27,NA,30615,37267,27123,4766
Green_halibut,28,NA,30899,37168,26888,4800
Green_halibut,29,NA,31383,36810,26787,4776
Green_halibut,30,NA,31229,37065,26654,4807
Green_halibut,31,NA,31360,37039,26593,4761
Green_halibut,32,NA,31422,37025,26612,4711
Green_halibut,33,NA,31022,37405,26687,4659
Green_halibut,34,NA,31218,37101,26752,4711
Green_halibut,35,NA,31414,37065,26680,4623
Green_halibut,36,NA,30993,37331,26784,4675
Green_halibut,37,NA,30737,37180,27156,4703
Green_halibut,38,NA,31017,37206,26846,4695
Green_halibut,39,NA,31290,37072,26706,4703
Green_halibut,40,NA,31136,36955,26877,4806
Green_halibut,41,NA,31271,36878,26822,4793
Green_halibut,42,NA,31374,36838,26695,4860
Green_halibut,43,NA,31016,37113,26781,4870
Green_halibut,44,NA,31038,37154,26725,4854
Green_halibut,45,NA,30925,37267,26821,4749
Green_halibut,46,NA,30780,37195,26979,4824
Green_halibut,47,NA,30742,37404,26911,4711
Green_halibut,48,NA,31052,37130,26912,4702
Green_halibut,49,NA,30768,37329,27003,4705
Green_halibut,50,NA,31250,37019,26805,4719
Green_halibut,51,NA,31493,36827,26772,4698
Green_halibut,52,NA,31317,36979,26815,4668
Green_halibut,53,NA,31407,37051,26684,4646
Green_halibut,54,NA,31238,37619,26391,4545
Green_halibut,55,NA,31028,37571,26583,4610
Green_halibut,56,NA,30906,37558,26675,4636
Green_halibut,57,NA,31007,37339,26777,4655
Green_halibut,58,NA,30834,37215,27087,4650
Green_halibut,59,NA,30839,36935,27222,4793
Green_halibut,60,NA,30902,36755,27188,4913
Green_halibut,61,NA,31522,36534,26822,4896
Green_halibut,62,NA,31972,36133,26672,4972
Green_halibut,63,NA,32860,35978,26167,4771
Green_halibut,64,NA,33535,35591,25867,4777
Green_halibut,65,NA,33861,35919,25274,4723
Green_halibut,66,NA,34041,36075,25009,4669
Green_halibut,67,NA,34215,36314,24730,4548
Green_halibut,68,NA,34286,36407,24555,4546
Green_halibut,69,NA,34106,36749,24547,4398
Green_halibut,70,NA,33944,36685,24768,4415
Green_halibut,71,NA,33940,36767,24710,4387
Green_halibut,72,NA,34173,36727,24479,4418
Green_halibut,73,NA,33928,36585,24781,4488
Green_halibut,74,NA,33912,36603,24804,4481
Green_halibut,75,NA,33998,36522,24785,4494
Green_halibut,76,NA,33698,36549,24984,4567
Green_halibut,77,NA,34001,36485,24855,4460
Green_halibut,78,NA,33890,36530,24922,4467
Green_halibut,79,NA,34075,36607,24669,4444
Green_halibut,80,NA,34221,36743,24537,4316
Green_halibut,81,NA,34118,36693,24685,4321
Green_halibut,82,NA,33980,36685,24808,4336
Green_halibut,83,NA,34474,36340,24728,4267
Green_halibut,84,NA,34107,36767,24724,4233
Green_halibut,85,NA,34309,36761,24525,4224
Green_halibut,86,NA,34266,36581,24663,4310
Green_halibut,87,NA,34228,36783,24515,4297
Green_halibut,88,NA,34141,36764,24537,4354
Green_halibut,89,NA,34501,36601,24413,4292
Green_halibut,90,NA,34336,36448,24729,4295
Green_halibut,91,NA,34395,36451,24623,4339
Green_halibut,92,NA,34094,36597,24839,4287
Green_halibut,93,NA,33826,36998,24742,4259
Green_halibut,94,NA,33696,36737,24954,4423
Green_halibut,95,NA,33711,36854,24830,4418
Green_halibut,96,NA,33954,36493,24957,4420
Green_halibut,97,NA,34002,36607,24785,4404
Green_halibut,98,NA,33782,36527,25082,4425
Green_halibut,99,NA,34023,36516,24855,4425
Green_halibut,100,NA,33736,36709,24948,4421
Green_halibut,101,NA,34001,36614,24778,4416
Green_halibut,102,NA,33922,36807,24744,4345
Green_halibut,103,NA,34254,36352,24768,4434
Green_halibut,104,NA,34264,36517,24701,4344
Green_halibut,105,NA,34242,36519,24725,4323
Green_halibut,106,NA,33863,36908,24844,4223
Green_halibut,107,NA,34285,36412,24939,4194
Green_halibut,108,NA,34127,36784,24886,4045
Green_halibut,109,NA,34135,36664,25054,3985
Green_halibut,110,NA,33843,36616,25251,4132
Green_halibut,111,NA,33710,36614,25252,4268
Green_halibut,112,NA,33523,36984,25297,4044
Green_halibut,113,NA,33525,36747,25411,4163
Green_halibut,114,NA,33344,36972,25380,4157
Green_halibut,115,NA,33784,36661,25345,4062
Green_halibut,116,NA,33755,36654,25262,4179
Green_halibut,117,NA,33856,36529,25327,4138
Green_halibut,118,NA,33776,36841,25035,4191
Green_halibut,119,NA,34001,36532,25190,4113
Green_halibut,120,NA,34227,36518,24915,4176
Green_halibut,121,NA,34040,36658,25082,4078
Green_halibut,122,NA,34194,36635,24843,4168
Green_halibut,123,NA,33966,36830,24926,4117
Green_halibut,124,NA,34330,36565,24946,4007
Green_halibut,125,NA,34165,36803,24994,3905
Green_halibut,126,NA,33787,36628,25443,4004
Green_halibut,127,NA,33667,36747,25261,4163
Green_halibut,128,NA,33715,36880,25156,4087
Green_halibut,129,NA,33577,36761,25287,4214
Green_halibut,130,NA,33907,36599,25076,4238
Green_halibut,131,NA,33941,36451,25156,4288
Green_halibut,132,NA,34207,36198,25206,4222
Green_halibut,133,NA,34149,36459,25075,4163
Green_halibut,134,NA,34421,36394,24879,4148
Green_halibut,135,NA,33830,36714,24997,4284
Green_halibut,136,NA,34048,36580,24964,4241
Green_halibut,137,NA,34137,36518,25221,3983
Green_halibut,138,NA,33862,36880,25019,4073
Green_halibut,139,NA,33800,36829,25106,4122
Green_halibut,140,NA,33734,36736,25227,4141
Green_halibut,141,NA,33843,36692,25285,4038
Green_halibut,142,NA,34036,36347,25527,3948
Green_halibut,143,NA,33799,36778,25228,4059
Green_halibut,144,NA,33798,36565,25354,4131
Haddock,1,3798,76608,19536,50,NA
Haddock,2,NA,45320,54368,299,NA
Haddock,3,17,26282,72571,1117,NA
Haddock,4,NA,17698,78822,3470,NA
Haddock,5,NA,14856,77490,7643,NA
Haddock,6,NA,14835,72458,12668,5
Haddock,7,NA,14665,66792,18513,20
Haddock,8,NA,16955,59824,23154,51
Haddock,9,NA,17354,54728,27800,102
Haddock,10,54,28895,44009,26877,150
Haddock,11,NA,27924,43036,28801,230
Haddock,12,6620,44871,29802,18497,194
Haddock,13,NA,45459,35114,19153,252
Haddock,14,NA,24060,55795,19815,316
Haddock,15,NA,18485,62175,18996,324
Haddock,16,NA,19145,59458,21057,325
Haddock,17,1,25496,53710,20499,279
Haddock,18,NA,30799,49007,19936,239
Haddock,19,NA,35364,46371,18067,190
Haddock,20,NA,34095,48286,17442,161
Haddock,21,528,50877,36251,12249,87
Haddock,22,5,59052,30432,10431,81
Haddock,23,NA,56193,34241,9482,71
Haddock,24,NA,46692,44523,8701,71
Haddock,25,NA,41897,49507,8513,76
Haddock,26,223,57093,36108,6507,54
Haddock,27,42298,45649,10089,1929,10
Haddock,28,NA,83104,14427,2445,15
Haddock,29,NA,34564,62600,2808,21
Haddock,30,NA,12054,83674,4233,25
Haddock,31,2,20716,69305,9933,23
Haddock,32,180,39864,48605,11315,14
Haddock,33,4,49587,38566,11823,14
Haddock,34,96359,891,2135,599,NA
Haddock,35,NA,94714,4483,788,NA
Haddock,36,NA,35867,63199,919,NA
Haddock,37,NA,4495,93147,2341,2
Haddock,38,NA,3698,85291,10992,4
Haddock,39,3,9095,73014,17857,13
Haddock,40,4,16367,61162,22424,28
Haddock,41,119,30690,48134,21009,33
Haddock,42,NA,37237,41781,20918,48
Haddock,43,64151,18022,11786,6007,19
Haddock,44,NA,77188,15896,6867,30
Haddock,45,NA,39376,53302,7251,48
Haddock,46,NA,13617,77721,8576,73
Haddock,47,75234,2677,18516,3534,24
Haddock,48,35,82122,14315,3483,23
Haddock,49,469,80449,16887,2161,15
Haddock,50,1216,82934,14731,1086,7
Haddock,51,NA,64103,34326,1551,8
Haddock,52,NA,14285,83393,2297,12
Haddock,53,NA,2535,91486,5952,14
Haddock,54,NA,4852,78854,16273,9
Haddock,55,NA,10074,67731,22163,19
Haddock,56,NA,11087,61520,27338,40
Haddock,57,1773,26768,47294,24097,50
Haddock,58,11,38556,38474,22890,73
Haddock,59,33980,42587,14528,8852,36
Haddock,60,NA,69983,19953,9993,63
Haddock,61,NA,35708,53950,10227,89
Haddock,62,NA,10911,77005,11945,133
Haddock,63,NA,8110,74347,17350,175
Haddock,64,83585,590,11892,3883,36
Haddock,65,NA,81625,12984,5328,52
Haddock,66,NA,35559,58632,5721,67
Haddock,67,NA,5786,86940,7177,74
Haddock,68,NA,5399,80638,13872,86
Haddock,69,NA,10066,70533,19314,83
Haddock,70,NA,9482,65919,24531,53
Haddock,71,NA,9643,62865,27414,69
Haddock,72,NA,12459,56908,30509,110
Haddock,73,NA,16316,49971,33521,167
Haddock,74,NA,19472,45111,35174,233
Haddock,75,89992,905,4828,4226,33
Haddock,76,NA,87448,7227,5253,59
Haddock,77,NA,34598,59694,5610,79
Haddock,78,NA,4029,88783,7059,110
Haddock,79,NA,3454,81703,14691,127
Haddock,80,NA,6894,71836,21103,148
Haddock,81,NA,10941,62698,26156,185
Haddock,82,NA,13500,58312,27966,205
Haddock,83,105,25754,47929,26009,187
Haddock,84,NA,24978,47433,27464,112
Haddock,85,NA,13069,56294,30490,135
Haddock,86,NA,9000,56338,34433,216
Haddock,87,NA,12725,49129,37808,328
Haddock,88,57587,10878,16316,15032,170
Haddock,89,NA,65965,17509,16272,235
Haddock,90,NA,28519,54226,16928,315
Haddock,91,NA,6700,74411,18469,397
Haddock,92,NA,6917,68828,23778,464
Haddock,93,3345,27640,46672,21937,401
Haddock,94,82,46968,34124,18502,304
Haddock,95,NA,39917,43871,16080,115
Haddock,96,NA,17942,65269,16686,87
Haddock,97,NA,12419,68175,19281,99
Haddock,98,NA,14466,61353,24031,125
Haddock,99,NA,17854,54730,27224,173
Haddock,100,1,25465,47075,27238,202
Haddock,101,NA,29619,43428,26689,251
Haddock,102,NA,29525,44310,25866,288
Haddock,103,NA,26101,48058,25513,319
Haddock,104,51,40928,38361,20365,284
Haddock,105,1,50697,31754,17268,268
Haddock,106,NA,40550,41683,17459,294
Haddock,107,63,48409,39169,12134,211
Haddock,108,NA,42161,46374,11307,139
Haddock,109,NA,32175,55791,11889,122
Haddock,110,78674,8578,10377,2333,18
Haddock,111,NA,81360,15185,3413,27
Haddock,112,NA,33251,63138,3566,33
Haddock,113,NA,6541,88165,5251,31
Haddock,114,1212,25437,63022,10297,18
Haddock,115,14,38435,49013,12501,19
Haddock,116,2,45472,41490,13004,22
Haddock,117,NA,37290,49284,13377,31
Haddock,118,NA,17912,66779,15246,47
Haddock,119,NA,13808,67536,18575,68
Haddock,120,NA,21243,56643,22011,90
Haddock,121,1093,46839,34531,17439,93
Haddock,122,NA,41086,39182,19582,130
Haddock,123,NA,26738,53222,19848,181
Haddock,124,8466,50253,29928,11233,116
Haddock,125,NA,48380,37464,13982,158
Haddock,126,NA,30495,55482,13832,179
Haddock,127,NA,18726,65170,15883,215
Haddock,128,381,37383,46766,15283,181
Haddock,129,NA,40670,43288,15848,180
Haddock,130,NA,37265,47165,15440,117
Haddock,131,NA,20332,62672,16853,128
Haddock,132,53,34586,49665,15552,123
Haddock,133,19,50444,35571,13848,112
Haddock,134,NA,45965,39010,14885,121
Haddock,135,NA,42749,44319,12818,103
Haddock,136,NA,20079,64836,14953,126
Haddock,137,641,37146,48663,13420,113
Haddock,138,NA,29413,53752,16681,143
Haddock,139,1053,39788,44203,14803,132
Haddock,140,NA,30653,51929,17234,164
Haddock,141,3453,41651,41383,13380,118
Haddock,142,34,56397,32510,10948,106
Haddock,143,NA,36635,49776,13454,124
Haddock,144,40,37464,51216,11180,91
Long_rough_dab,1,45873,33742,20326,54,NA
Long_rough_dab,2,40958,35215,23235,586,NA
Long_rough_dab,3,39862,35876,22837,1424,NA
Long_rough_dab,4,40163,35656,21881,2294,1
Long_rough_dab,5,38736,36812,21334,3109,2
Long_rough_dab,6,36404,38952,20992,3647,2
Long_rough_dab,7,34281,41192,20419,4083,5
Long_rough_dab,8,32270,43293,20109,4321,6
Long_rough_dab,9,30601,44590,20275,4521,6
Long_rough_dab,10,29725,44745,20822,4700,6
Long_rough_dab,11,29095,44669,21419,4803,7
Long_rough_dab,12,28785,44002,22041,5163,8
Long_rough_dab,13,28227,43420,23076,5267,12
Long_rough_dab,14,28064,42318,24222,5379,12
Long_rough_dab,15,27787,41486,25150,5556,9
Long_rough_dab,16,27044,40848,26038,6058,11
Long_rough_dab,17,26950,40727,25944,6367,13
Long_rough_dab,18,26651,39946,26477,6905,13
Long_rough_dab,19,26441,39791,26525,7222,14
Long_rough_dab,20,25737,39307,27213,7722,14
Long_rough_dab,21,24986,39406,27582,8008,15
Long_rough_dab,22,24704,39495,27668,8103,15
Long_rough_dab,23,24090,39432,28226,8229,16
Long_rough_dab,24,23543,39110,28819,8500,17
Long_rough_dab,25,23327,39101,28985,8560,18
Long_rough_dab,26,22973,38852,29488,8668,19
Long_rough_dab,27,22861,38389,29733,8996,20
Long_rough_dab,28,22355,38048,30285,9290,23
Long_rough_dab,29,22234,37858,30423,9461,23
Long_rough_dab,30,21821,37465,30884,9807,23
Long_rough_dab,31,21896,36945,30976,10154,25
Long_rough_dab,32,21850,36906,30937,10273,25
Long_rough_dab,33,21706,37079,30872,10318,25
Long_rough_dab,34,21566,36722,31142,10537,25
Long_rough_dab,35,21555,36466,31217,10730,25
Long_rough_dab,36,21652,36375,31193,10744,25
Long_rough_dab,37,21312,36433,31311,10915,26
Long_rough_dab,38,21188,36168,31405,11202,28
Long_rough_dab,39,21229,36207,31509,11029,29
Long_rough_dab,40,21036,36303,31494,11130,29
Long_rough_dab,41,21187,35730,31728,11323,31
Long_rough_dab,42,21054,35923,31695,11285,30
Long_rough_dab,43,21090,35963,31661,11247,30
Long_rough_dab,44,20873,36177,31661,11251,30
Long_rough_dab,45,21031,36007,31772,11154,28
