survey,year,species,biomass,cv
BTS_fall_allbox_effic1,62,Blue_whiting,6949664.591818429,0.1
BTS_fall_allbox_effic1,63,Blue_whiting,6624041.388963632,0.1
BTS_fall_allbox_effic1,64,Blue_whiting,7504137.283745335,0.1
BTS_fall_allbox_effic1,65,Blue_whiting,6794469.955574404,0.1
BTS_fall_allbox_effic1,66,Blue_whiting,5979819.635388764,0.1
BTS_fall_allbox_effic1,67,Blue_whiting,6660774.574613387,0.1
BTS_fall_allbox_effic1,68,Blue_whiting,7471104.396393032,0.1
BTS_fall_allbox_effic1,69,Blue_whiting,7844730.225866589,0.1
BTS_fall_allbox_effic1,70,Blue_whiting,6705834.867770615,0.1
BTS_fall_allbox_effic1,71,Blue_whiting,6274325.521555025,0.1
BTS_fall_allbox_effic1,72,Blue_whiting,6519749.772983334,0.1
BTS_fall_allbox_effic1,73,Blue_whiting,6007143.198893554,0.1
BTS_fall_allbox_effic1,74,Blue_whiting,6325005.06227067,0.1
BTS_fall_allbox_effic1,75,Blue_whiting,5927952.708207025,0.1
BTS_fall_allbox_effic1,76,Blue_whiting,7755031.051470145,0.1
BTS_fall_allbox_effic1,77,Blue_whiting,6608714.84566077,0.1
BTS_fall_allbox_effic1,78,Blue_whiting,7274489.8049886245,0.1
BTS_fall_allbox_effic1,79,Blue_whiting,6254891.415869499,0.1
BTS_fall_allbox_effic1,80,Blue_whiting,5836394.874102203,0.1
BTS_fall_allbox_effic1,81,Blue_whiting,7460387.023040864,0.1
BTS_fall_allbox_effic1,82,Blue_whiting,6270292.519126582,0.1
BTS_fall_allbox_effic1,83,Blue_whiting,6473389.298842845,0.1
BTS_fall_allbox_effic1,84,Blue_whiting,6083537.949551848,0.1
BTS_fall_allbox_effic1,85,Blue_whiting,7060648.302763815,0.1
BTS_fall_allbox_effic1,86,Blue_whiting,6994402.127631955,0.1
BTS_fall_allbox_effic1,87,Blue_whiting,7183887.898558117,0.1
BTS_fall_allbox_effic1,88,Blue_whiting,6246115.160266271,0.1
BTS_fall_allbox_effic1,89,Blue_whiting,6653961.830645299,0.1
BTS_fall_allbox_effic1,90,Blue_whiting,6305764.179023202,0.1
BTS_fall_allbox_effic1,91,Blue_whiting,7245901.757036733,0.1
BTS_fall_allbox_effic1,92,Blue_whiting,7353507.458488357,0.1
BTS_fall_allbox_effic1,93,Blue_whiting,5764502.472444433,0.1
BTS_fall_allbox_effic1,94,Blue_whiting,7266090.282913185,0.1
BTS_fall_allbox_effic1,95,Blue_whiting,5553446.1446157675,0.1
BTS_fall_allbox_effic1,96,Blue_whiting,6549270.303220464,0.1
BTS_fall_allbox_effic1,97,Blue_whiting,6274510.169567399,0.1
BTS_fall_allbox_effic1,98,Blue_whiting,6818819.139139231,0.1
BTS_fall_allbox_effic1,99,Blue_whiting,6693142.754828462,0.1
BTS_fall_allbox_effic1,100,Blue_whiting,7512271.929153318,0.1
BTS_fall_allbox_effic1,101,Blue_whiting,7166944.183257292,0.1
BTS_fall_allbox_effic1,102,Blue_whiting,6669877.32734045,0.1
BTS_fall_allbox_effic1,103,Blue_whiting,6814805.796072778,0.1
BTS_fall_allbox_effic1,104,Blue_whiting,6857902.495012759,0.1
BTS_fall_allbox_effic1,105,Blue_whiting,6743760.688203213,0.1
BTS_fall_allbox_effic1,106,Blue_whiting,7178638.135260058,0.1
BTS_fall_allbox_effic1,107,Blue_whiting,9290152.38261691,0.1
BTS_fall_allbox_effic1,108,Blue_whiting,6411624.037069297,0.1
BTS_fall_allbox_effic1,109,Blue_whiting,7020495.22125637,0.1
BTS_fall_allbox_effic1,110,Blue_whiting,7537156.050935568,0.1
BTS_fall_allbox_effic1,111,Blue_whiting,6659826.166465456,0.1
BTS_fall_allbox_effic1,112,Blue_whiting,7401819.049979193,0.1
BTS_fall_allbox_effic1,113,Blue_whiting,6560307.210320129,0.1
BTS_fall_allbox_effic1,114,Blue_whiting,6205582.450035554,0.1
BTS_fall_allbox_effic1,115,Blue_whiting,6437005.212715754,0.1
BTS_fall_allbox_effic1,116,Blue_whiting,7650070.666606663,0.1
BTS_fall_allbox_effic1,117,Blue_whiting,5832840.3669761745,0.1
BTS_fall_allbox_effic1,118,Blue_whiting,7518211.024683931,0.1
BTS_fall_allbox_effic1,119,Blue_whiting,5912893.455566982,0.1
BTS_fall_allbox_effic1,120,Blue_whiting,7304126.283666839,0.1
BTS_fall_allbox_effic1,121,Blue_whiting,6220915.549030248,0.1
BTS_fall_allbox_effic1,122,Blue_whiting,6681414.673903457,0.1
BTS_fall_allbox_effic1,123,Blue_whiting,6326864.768649457,0.1
BTS_fall_allbox_effic1,124,Blue_whiting,5786065.655676711,0.1
BTS_fall_allbox_effic1,125,Blue_whiting,6942587.359375973,0.1
BTS_fall_allbox_effic1,126,Blue_whiting,6824743.765227634,0.1
BTS_fall_allbox_effic1,127,Blue_whiting,6934927.019668477,0.1
BTS_fall_allbox_effic1,128,Blue_whiting,7290114.6459184475,0.1
BTS_fall_allbox_effic1,129,Blue_whiting,5606467.8749933615,0.1
BTS_fall_allbox_effic1,130,Blue_whiting,8730923.858728586,0.1
BTS_fall_allbox_effic1,131,Blue_whiting,6251607.039342974,0.1
BTS_fall_allbox_effic1,132,Blue_whiting,6426847.506150068,0.1
BTS_fall_allbox_effic1,133,Blue_whiting,7279052.243576837,0.1
BTS_fall_allbox_effic1,134,Blue_whiting,7059600.474806112,0.1
BTS_fall_allbox_effic1,135,Blue_whiting,6974908.552654139,0.1
BTS_fall_allbox_effic1,136,Blue_whiting,5792715.041588723,0.1
BTS_fall_allbox_effic1,137,Blue_whiting,6883275.00062079,0.1
BTS_fall_allbox_effic1,138,Blue_whiting,7089707.685580964,0.1
BTS_fall_allbox_effic1,139,Blue_whiting,7280229.954112481,0.1
BTS_fall_allbox_effic1,140,Blue_whiting,6440827.707942064,0.1
BTS_fall_allbox_effic1,141,Blue_whiting,5615463.689466634,0.1
BTS_fall_allbox_effic1,142,Blue_whiting,5503878.337300375,0.1
BTS_fall_allbox_effic1,143,Blue_whiting,5544078.089048161,0.1
BTS_fall_allbox_effic1,144,Blue_whiting,7249008.270438408,0.1
BTS_fall_allbox_effic1,1,Capelin,1887085.9090512688,0.1
BTS_fall_allbox_effic1,2,Capelin,2490374.686365282,0.1
BTS_fall_allbox_effic1,3,Capelin,2679666.1090856073,0.1
BTS_fall_allbox_effic1,4,Capelin,1761979.8140041747,0.1
BTS_fall_allbox_effic1,5,Capelin,1820401.2911619584,0.1
BTS_fall_allbox_effic1,6,Capelin,1144492.3455214116,0.1
BTS_fall_allbox_effic1,7,Capelin,1465394.5690782035,0.1
BTS_fall_allbox_effic1,8,Capelin,2491643.746433009,0.1
BTS_fall_allbox_effic1,9,Capelin,2747090.570489413,0.1
BTS_fall_allbox_effic1,10,Capelin,2943152.0857081297,0.1
BTS_fall_allbox_effic1,11,Capelin,2614100.0636172807,0.1
BTS_fall_allbox_effic1,12,Capelin,2885652.2525848234,0.1
BTS_fall_allbox_effic1,13,Capelin,3371196.34203383,0.1
BTS_fall_allbox_effic1,14,Capelin,3594479.5369072706,0.1
BTS_fall_allbox_effic1,15,Capelin,2733780.315821172,0.1
BTS_fall_allbox_effic1,16,Capelin,2212865.4990604753,0.1
BTS_fall_allbox_effic1,17,Capelin,4279709.083236478,0.1
BTS_fall_allbox_effic1,18,Capelin,2956664.7259434205,0.1
BTS_fall_allbox_effic1,19,Capelin,3699729.331660441,0.1
BTS_fall_allbox_effic1,20,Capelin,4410618.846175055,0.1
BTS_fall_allbox_effic1,21,Capelin,4163286.3217143216,0.1
BTS_fall_allbox_effic1,22,Capelin,4011371.743144658,0.1
BTS_fall_allbox_effic1,23,Capelin,4242282.759880683,0.1
BTS_fall_allbox_effic1,24,Capelin,4141531.815077295,0.1
BTS_fall_allbox_effic1,25,Capelin,3059891.32087834,0.1
BTS_fall_allbox_effic1,26,Capelin,3066853.034841243,0.1
BTS_fall_allbox_effic1,27,Capelin,2405851.946069193,0.1
BTS_fall_allbox_effic1,28,Capelin,2385195.588275289,0.1
BTS_fall_allbox_effic1,29,Capelin,1983461.0762161498,0.1
BTS_fall_allbox_effic1,30,Capelin,2346273.6274169795,0.1
BTS_fall_allbox_effic1,31,Capelin,3636812.6964565213,0.1
BTS_fall_allbox_effic1,32,Capelin,3090946.554512459,0.1
BTS_fall_allbox_effic1,33,Capelin,3158393.042919035,0.1
BTS_fall_allbox_effic1,34,Capelin,3273421.0765929474,0.1
BTS_fall_allbox_effic1,35,Capelin,4497452.164806733,0.1
BTS_fall_allbox_effic1,36,Capelin,4138690.876676182,0.1
BTS_fall_allbox_effic1,37,Capelin,3381191.4545353986,0.1
BTS_fall_allbox_effic1,38,Capelin,4818339.315711022,0.1
BTS_fall_allbox_effic1,39,Capelin,6350762.799461776,0.1
BTS_fall_allbox_effic1,40,Capelin,6096126.984940344,0.1
BTS_fall_allbox_effic1,41,Capelin,4409297.129537948,0.1
BTS_fall_allbox_effic1,42,Capelin,3535783.0303289047,0.1
BTS_fall_allbox_effic1,43,Capelin,4511605.667640064,0.1
BTS_fall_allbox_effic1,44,Capelin,4242982.053524562,0.1
BTS_fall_allbox_effic1,45,Capelin,3007132.592205569,0.1
BTS_fall_allbox_effic1,46,Capelin,4000809.121090494,0.1
BTS_fall_allbox_effic1,47,Capelin,5808957.860732269,0.1
BTS_fall_allbox_effic1,48,Capelin,4497273.708032508,0.1
BTS_fall_allbox_effic1,49,Capelin,4289419.673151482,0.1
BTS_fall_allbox_effic1,50,Capelin,6072218.018683346,0.1
BTS_fall_allbox_effic1,51,Capelin,5055017.368894588,0.1
BTS_fall_allbox_effic1,52,Capelin,5202932.497787807,0.1
BTS_fall_allbox_effic1,53,Capelin,3628352.6079139058,0.1
BTS_fall_allbox_effic1,54,Capelin,4391107.7343453765,0.1
BTS_fall_allbox_effic1,55,Capelin,4953210.042865151,0.1
BTS_fall_allbox_effic1,56,Capelin,4095010.8040242596,0.1
BTS_fall_allbox_effic1,57,Capelin,3200682.670829797,0.1
BTS_fall_allbox_effic1,58,Capelin,4729671.359570688,0.1
BTS_fall_allbox_effic1,59,Capelin,4098613.9944901005,0.1
BTS_fall_allbox_effic1,60,Capelin,3738777.4400309096,0.1
BTS_fall_allbox_effic1,61,Capelin,4681093.533804309,0.1
BTS_fall_allbox_effic1,62,Capelin,6003271.015317562,0.1
BTS_fall_allbox_effic1,63,Capelin,5331219.221913405,0.1
BTS_fall_allbox_effic1,64,Capelin,3730279.8261333583,0.1
BTS_fall_allbox_effic1,65,Capelin,3198724.342302557,0.1
BTS_fall_allbox_effic1,66,Capelin,2358900.1373328296,0.1
BTS_fall_allbox_effic1,67,Capelin,4180882.220468974,0.1
BTS_fall_allbox_effic1,68,Capelin,4029746.42020835,0.1
BTS_fall_allbox_effic1,69,Capelin,3344064.928331029,0.1
BTS_fall_allbox_effic1,70,Capelin,5627473.548056528,0.1
BTS_fall_allbox_effic1,71,Capelin,3997998.1768354275,0.1
BTS_fall_allbox_effic1,72,Capelin,3058686.8109347727,0.1
BTS_fall_allbox_effic1,73,Capelin,3543927.7424261663,0.1
BTS_fall_allbox_effic1,74,Capelin,5486852.595212809,0.1
BTS_fall_allbox_effic1,75,Capelin,4755800.89101441,0.1
BTS_fall_allbox_effic1,76,Capelin,3767519.245658931,0.1
BTS_fall_allbox_effic1,77,Capelin,4879225.373641197,0.1
BTS_fall_allbox_effic1,78,Capelin,4656382.6944534015,0.1
BTS_fall_allbox_effic1,79,Capelin,4083769.997890124,0.1
BTS_fall_allbox_effic1,80,Capelin,5147474.428538849,0.1
BTS_fall_allbox_effic1,81,Capelin,4049795.637517552,0.1
BTS_fall_allbox_effic1,82,Capelin,4042987.453147481,0.1
BTS_fall_allbox_effic1,83,Capelin,5259898.949772153,0.1
BTS_fall_allbox_effic1,84,Capelin,4463346.890349823,0.1
BTS_fall_allbox_effic1,85,Capelin,4350549.846878013,0.1
BTS_fall_allbox_effic1,86,Capelin,3595531.0014509573,0.1
BTS_fall_allbox_effic1,87,Capelin,3591196.952036223,0.1
BTS_fall_allbox_effic1,88,Capelin,6534555.514953801,0.1
BTS_fall_allbox_effic1,89,Capelin,4417066.429878126,0.1
BTS_fall_allbox_effic1,90,Capelin,3355054.577149905,0.1
BTS_fall_allbox_effic1,91,Capelin,4691422.489816742,0.1
BTS_fall_allbox_effic1,92,Capelin,6475910.757406162,0.1
BTS_fall_allbox_effic1,93,Capelin,3217991.5469399304,0.1
BTS_fall_allbox_effic1,94,Capelin,5343562.942509353,0.1
BTS_fall_allbox_effic1,95,Capelin,5345676.149448361,0.1
BTS_fall_allbox_effic1,96,Capelin,3770810.0600065817,0.1
BTS_fall_allbox_effic1,97,Capelin,3557210.0496474314,0.1
BTS_fall_allbox_effic1,98,Capelin,3283605.437435893,0.1
BTS_fall_allbox_effic1,99,Capelin,2694414.061451969,0.1
BTS_fall_allbox_effic1,100,Capelin,4037208.722896526,0.1
BTS_fall_allbox_effic1,101,Capelin,4884187.495065371,0.1
BTS_fall_allbox_effic1,102,Capelin,3358316.136762892,0.1
BTS_fall_allbox_effic1,103,Capelin,4189295.072587163,0.1
BTS_fall_allbox_effic1,104,Capelin,3372338.20146655,0.1
BTS_fall_allbox_effic1,105,Capelin,5116111.912686943,0.1
BTS_fall_allbox_effic1,106,Capelin,4159956.2041423246,0.1
BTS_fall_allbox_effic1,107,Capelin,4725233.933638911,0.1
BTS_fall_allbox_effic1,108,Capelin,4574793.787905051,0.1
BTS_fall_allbox_effic1,109,Capelin,4099100.0882905144,0.1
BTS_fall_allbox_effic1,110,Capelin,3725176.5028856695,0.1
BTS_fall_allbox_effic1,111,Capelin,5272313.583969978,0.1
BTS_fall_allbox_effic1,112,Capelin,4517768.7783918865,0.1
BTS_fall_allbox_effic1,113,Capelin,5750036.805523967,0.1
BTS_fall_allbox_effic1,114,Capelin,4228927.187106797,0.1
BTS_fall_allbox_effic1,115,Capelin,4415708.388023222,0.1
BTS_fall_allbox_effic1,116,Capelin,3806462.6173681463,0.1
BTS_fall_allbox_effic1,117,Capelin,3496478.952305752,0.1
BTS_fall_allbox_effic1,118,Capelin,3567827.9093892947,0.1
BTS_fall_allbox_effic1,119,Capelin,5590290.300802844,0.1
BTS_fall_allbox_effic1,120,Capelin,6076496.222902966,0.1
BTS_fall_allbox_effic1,121,Capelin,4783344.864620006,0.1
BTS_fall_allbox_effic1,122,Capelin,3934932.89523167,0.1
BTS_fall_allbox_effic1,123,Capelin,6056137.720613306,0.1
BTS_fall_allbox_effic1,124,Capelin,6030707.545713448,0.1
BTS_fall_allbox_effic1,125,Capelin,4701978.658515646,0.1
BTS_fall_allbox_effic1,126,Capelin,3930259.352545649,0.1
BTS_fall_allbox_effic1,127,Capelin,4953086.363216266,0.1
BTS_fall_allbox_effic1,128,Capelin,4660548.261392775,0.1
BTS_fall_allbox_effic1,129,Capelin,3044469.6570832194,0.1
BTS_fall_allbox_effic1,130,Capelin,3908967.721708393,0.1
BTS_fall_allbox_effic1,131,Capelin,4778276.109311465,0.1
BTS_fall_allbox_effic1,132,Capelin,3766467.095827588,0.1
BTS_fall_allbox_effic1,133,Capelin,4078241.865100147,0.1
BTS_fall_allbox_effic1,134,Capelin,3943941.6521889903,0.1
BTS_fall_allbox_effic1,135,Capelin,3613387.256025818,0.1
BTS_fall_allbox_effic1,136,Capelin,5983801.75868114,0.1
BTS_fall_allbox_effic1,137,Capelin,5363742.262202481,0.1
BTS_fall_allbox_effic1,138,Capelin,4609881.745682683,0.1
BTS_fall_allbox_effic1,139,Capelin,4737102.970828452,0.1
BTS_fall_allbox_effic1,140,Capelin,3930658.534823884,0.1
BTS_fall_allbox_effic1,141,Capelin,4641951.928036357,0.1
BTS_fall_allbox_effic1,142,Capelin,4251030.6745407265,0.1
BTS_fall_allbox_effic1,143,Capelin,5649277.940929032,0.1
BTS_fall_allbox_effic1,144,Capelin,4477778.003457723,0.1
BTS_fall_allbox_effic1,1,Green_halibut,110926.86618929621,0.1
BTS_fall_allbox_effic1,2,Green_halibut,192068.56408577773,0.1
BTS_fall_allbox_effic1,3,Green_halibut,249535.3442760079,0.1
BTS_fall_allbox_effic1,4,Green_halibut,401605.1320645471,0.1
BTS_fall_allbox_effic1,5,Green_halibut,426507.66015012097,0.1
BTS_fall_allbox_effic1,6,Green_halibut,574811.2311258684,0.1
BTS_fall_allbox_effic1,7,Green_halibut,854158.0686912404,0.1
BTS_fall_allbox_effic1,8,Green_halibut,792423.3698730448,0.1
BTS_fall_allbox_effic1,9,Green_halibut,970339.3705139862,0.1
BTS_fall_allbox_effic1,10,Green_halibut,968539.8390242094,0.1
BTS_fall_allbox_effic1,11,Green_halibut,1051889.2890380756,0.1
BTS_fall_allbox_effic1,12,Green_halibut,983015.3910258615,0.1
BTS_fall_allbox_effic1,13,Green_halibut,1031932.2608356543,0.1
BTS_fall_allbox_effic1,14,Green_halibut,1019550.6408079076,0.1
BTS_fall_allbox_effic1,15,Green_halibut,1020916.5814865555,0.1
BTS_fall_allbox_effic1,16,Green_halibut,982895.9884397137,0.1
BTS_fall_allbox_effic1,17,Green_halibut,974108.219104106,0.1
BTS_fall_allbox_effic1,18,Green_halibut,1104722.9240905887,0.1
BTS_fall_allbox_effic1,19,Green_halibut,1025974.38669635,0.1
BTS_fall_allbox_effic1,20,Green_halibut,1383313.4152583028,0.1
BTS_fall_allbox_effic1,21,Green_halibut,1151772.4617492578,0.1
BTS_fall_allbox_effic1,22,Green_halibut,1215786.6156007915,0.1
BTS_fall_allbox_effic1,23,Green_halibut,1330892.208564907,0.1
BTS_fall_allbox_effic1,24,Green_halibut,1185638.29348272,0.1
BTS_fall_allbox_effic1,25,Green_halibut,1212966.7333618756,0.1
BTS_fall_allbox_effic1,26,Green_halibut,1299277.4336528436,0.1
BTS_fall_allbox_effic1,27,Green_halibut,1268169.2782561006,0.1
BTS_fall_allbox_effic1,28,Green_halibut,1315860.1942179326,0.1
BTS_fall_allbox_effic1,29,Green_halibut,1148785.277225016,0.1
BTS_fall_allbox_effic1,30,Green_halibut,1245560.8924798071,0.1
BTS_fall_allbox_effic1,31,Green_halibut,1092493.315125915,0.1
BTS_fall_allbox_effic1,32,Green_halibut,1152812.4353691859,0.1
BTS_fall_allbox_effic1,33,Green_halibut,1163693.1192649966,0.1
BTS_fall_allbox_effic1,34,Green_halibut,1190394.487734326,0.1
BTS_fall_allbox_effic1,35,Green_halibut,1310066.122831333,0.1
BTS_fall_allbox_effic1,36,Green_halibut,1017310.9278846678,0.1
BTS_fall_allbox_effic1,37,Green_halibut,1203523.638421692,0.1
BTS_fall_allbox_effic1,38,Green_halibut,1118014.6162897379,0.1
BTS_fall_allbox_effic1,39,Green_halibut,1154524.5903525406,0.1
BTS_fall_allbox_effic1,40,Green_halibut,1083841.6149620835,0.1
BTS_fall_allbox_effic1,41,Green_halibut,1076417.8870616965,0.1
BTS_fall_allbox_effic1,42,Green_halibut,1187609.3035235298,0.1
BTS_fall_allbox_effic1,43,Green_halibut,1093780.039260493,0.1
BTS_fall_allbox_effic1,44,Green_halibut,1162830.2465027084,0.1
BTS_fall_allbox_effic1,45,Green_halibut,1070051.0141785024,0.1
BTS_fall_allbox_effic1,46,Green_halibut,1035410.3199891606,0.1
BTS_fall_allbox_effic1,47,Green_halibut,1285818.9840541424,0.1
BTS_fall_allbox_effic1,48,Green_halibut,1004049.1796306089,0.1
BTS_fall_allbox_effic1,49,Green_halibut,1211704.7483448703,0.1
BTS_fall_allbox_effic1,50,Green_halibut,1206548.538864677,0.1
BTS_fall_allbox_effic1,51,Green_halibut,1266582.509262678,0.1
BTS_fall_allbox_effic1,52,Green_halibut,1077043.4281426962,0.1
BTS_fall_allbox_effic1,53,Green_halibut,1281368.2365375487,0.1
BTS_fall_allbox_effic1,54,Green_halibut,1206337.577943186,0.1
BTS_fall_allbox_effic1,55,Green_halibut,951215.0525247725,0.1
BTS_fall_allbox_effic1,56,Green_halibut,1287818.7787197111,0.1
BTS_fall_allbox_effic1,57,Green_halibut,928694.2862475355,0.1
BTS_fall_allbox_effic1,58,Green_halibut,1141767.022132957,0.1
BTS_fall_allbox_effic1,59,Green_halibut,1106921.808280026,0.1
BTS_fall_allbox_effic1,60,Green_halibut,1029648.1590448513,0.1
BTS_fall_allbox_effic1,61,Green_halibut,1177672.5585112,0.1
BTS_fall_allbox_effic1,62,Green_halibut,1073394.6274723466,0.1
BTS_fall_allbox_effic1,63,Green_halibut,903714.7329464703,0.1
BTS_fall_allbox_effic1,64,Green_halibut,1168477.4827726323,0.1
BTS_fall_allbox_effic1,65,Green_halibut,1013812.2210150666,0.1
BTS_fall_allbox_effic1,66,Green_halibut,906104.0958640222,0.1
BTS_fall_allbox_effic1,67,Green_halibut,916844.4807814161,0.1
BTS_fall_allbox_effic1,68,Green_halibut,951701.3146365505,0.1
BTS_fall_allbox_effic1,69,Green_halibut,1011429.1174048416,0.1
BTS_fall_allbox_effic1,70,Green_halibut,966792.7867600516,0.1
BTS_fall_allbox_effic1,71,Green_halibut,806324.4710771204,0.1
BTS_fall_allbox_effic1,72,Green_halibut,885350.1686643233,0.1
BTS_fall_allbox_effic1,73,Green_halibut,744563.6861513741,0.1
BTS_fall_allbox_effic1,74,Green_halibut,871259.4876287633,0.1
BTS_fall_allbox_effic1,75,Green_halibut,1003194.0029279446,0.1
BTS_fall_allbox_effic1,76,Green_halibut,869476.9258356974,0.1
BTS_fall_allbox_effic1,77,Green_halibut,955498.6562602888,0.1
BTS_fall_allbox_effic1,78,Green_halibut,890494.2308139774,0.1
BTS_fall_allbox_effic1,79,Green_halibut,833889.9964759281,0.1
BTS_fall_allbox_effic1,80,Green_halibut,917346.5459819714,0.1
BTS_fall_allbox_effic1,81,Green_halibut,953851.5007834964,0.1
BTS_fall_allbox_effic1,82,Green_halibut,1003386.8846625573,0.1
BTS_fall_allbox_effic1,83,Green_halibut,795189.4582229068,0.1
BTS_fall_allbox_effic1,84,Green_halibut,813099.4037338763,0.1
BTS_fall_allbox_effic1,85,Green_halibut,956632.9506009929,0.1
BTS_fall_allbox_effic1,86,Green_halibut,856903.5292593834,0.1
BTS_fall_allbox_effic1,87,Green_halibut,937539.554297477,0.1
BTS_fall_allbox_effic1,88,Green_halibut,806405.628223601,0.1
BTS_fall_allbox_effic1,89,Green_halibut,709212.4492805136,0.1
BTS_fall_allbox_effic1,90,Green_halibut,836541.0578622513,0.1
BTS_fall_allbox_effic1,91,Green_halibut,870096.258491973,0.1
BTS_fall_allbox_effic1,92,Green_halibut,829236.5631854279,0.1
BTS_fall_allbox_effic1,93,Green_halibut,764106.3619007976,0.1
BTS_fall_allbox_effic1,94,Green_halibut,757417.0678683319,0.1
BTS_fall_allbox_effic1,95,Green_halibut,892083.5541639511,0.1
BTS_fall_allbox_effic1,96,Green_halibut,858436.7376675963,0.1
BTS_fall_allbox_effic1,97,Green_halibut,973110.412316019,0.1
BTS_fall_allbox_effic1,98,Green_halibut,956755.8721366847,0.1
BTS_fall_allbox_effic1,99,Green_halibut,939996.7073389817,0.1
BTS_fall_allbox_effic1,100,Green_halibut,851309.8427718729,0.1
BTS_fall_allbox_effic1,101,Green_halibut,1031113.0598630918,0.1
